name,dialog
Krabs," Oh, I, uh, about ten years."
SpongeBob, And?
Krabs, Uh... [walks to his office] You're gonna have to ask Squidward any more questions ya got. He's the smart one. [closes his office door]
Squidward, Barnacle butt.
SpongeBob," [appears next to Squidward] Hi, Squidward!"
Squidward, Ay! What do you want?
SpongeBob, Mr. Krabs said you were gonna teach me all about the Vikings.
Squidward, Oh really?
SpongeBob," Will ya teach me, huh?!"
Squidward, Sure! I'll teach ya. Listen closely now. The Vikings were...
Vikings," [standing, some with weapons]"
Squidward, a race of scholars and scientists who lived before even Mr. Krabs was born.
Viking, [puts ketchup on a hot dog]
Viking, [eats a hamburger]
Squidward, They are believed to have discovered ketchup...
Viking, [holding a leash]
Squidward, ...and enjoyed dressing up their pets as...
legs, [tied to a the leash. It barks]
Squidward, scrambled masonry on the weekends.
Vikings, [watching a movie on a projector screen. It shows two fish in a car]
Squidward, Their favorite movies are in black and white.
screen, [appears]
Viking, Look out!
Squidward, And grown Vikings are known to collect socks which they display and trade at monthly sock trading conventions called Sock'n Garten.
Vikings, Sock'n Garten.
SpongeBob, Whoa....
Squidward, [goes back to reading his magazine]
SpongeBob," Squidward, do you think Vikings really drink their beverages in Viking Size?"
Squidward," [sarcastically, but enthusiastically] Of course they do! How else Mr. Krabs come up with such a brilliant idea?"
SpongeBob, Do you think that-
Squidward, SpongeBob! Can't you see I am trying to work?
SpongeBob, But-
Squidward, [annoyed] But what?!
SpongeBob, There's so much more about Vikings that I wanna find out.
Squidward," [now angry] Well, then why don't you go ask them?!"
SpongeBob," [Gasp!] Thanks, Squidward! [kisses Squidward on the head]"
SpongeBob," [returns to the kitchen. While flipping Krabby Patties, he reads a letter as he writes it] Dear Vikings, I am writing to ask you guys about your lives and stuff. [Now, he is shown walking to a mailbox with his mouth closed, but you can still hear his voice] If you would take the time to [puts the letter in the mailbox] answer all my neat questions, [starts to walk away] then that would be [walks back to the mailbox and puts the red flag up] really swell."
King," [on his throne, between two female Vikings] Ah, Helga. Tell me once again of the time ye visited those remote Himalayan hot springs."
Viking," [crawls through the door of the palace, out of breath and filthy] A letter. [goes unconscious and drops the envelope]"
King, [angry and banging his fists] Why must you always come in here during story time?!
Viking," But... but, I-"
King, Guards!
Viking, Please! No! You don't understand! I was only trying to... eh...
Helga," Your Majesty, look! [picks up the envelope off the ground] A letter."
King, How incredibly interesting! I must read it at once.
Squidward," [bored, and still reading his magazine] Welcome to the Krusty Krab. May I take your order?"
Viking, We're Vikings. Our chief has sent us here because [holds up SpongeBob's letter] we've got this letter.
Squidward," SpongeBob, there's some Vikings here to see you."
SpongeBob," What's that, Squidward? I couldn't here ya. I was... ooh."
Viking, Ah.. are you the one they call the SpongeBob?
SpongeBob," Uh, I think so."
Viking," Well, we are here to teach ya all about the Vikings"
SpongeBob, Huzzah!
Viking, One of the things Vikings like to do is... redecorate.
SpongeBob, How interesting.
Viking," [there is fire everywhere] And another thing ve Vikings like to do is appropriate. [pulls on the cash register until the wires snap, and throws it on the ship]"
SpongeBob, What a fascinating culture.
Viking," And on occasion,... the Vikings... [pulls out a rope] ve've been known to liberate. [ties Squidward up with the rope]"
Squidward, What the?! Hey! You can't do [gets thrown onto the ship] [screams] tha!
SpongeBob, [tied up by a rope] I can't believe how much I'm learning.
Krabs," Squidward, I'll be back in one hour. I'm going on my lunch break. [sees the fire] Squidward?"
Squidward, Would you mind telling us what this is all about?
Viking," [spitting] Shes. [P.S. He started to say sure, but changed to yes] Now that you're part of our crew,... I guess we should introduce ourselves. [punches a Viking on the chest] This is Olaf. [slaps a Viking on the chest] And this is Olaf. [points to a Viking] And this is Olaf. [points to a Viking] This... is Olaf, Olaf, Olaf, Olaf, And... um... [covers his eyes and snaps his fingers]"
Viking, Olaf.
Viking, Olaf.
Squidward," So, let me guess. Your name must be..."
Viking, That's right. Gordon.
SpongeBob, Nice to meet ya.
Gordon," Now. Before I put you two to werk, I wanna know what..."
SpongeBob, Wait! I still have lots more questions about the Vikings' way of life.
Gordon, Like what?
SpongeBob," Well, like... what do the Vikings like to do for fun?"
Gordon," Hm... fun. Um, um, um, uh, well,..."
Olaf, What about the Shield Toss?
Gordon," Oh, yeah. Yeah, yeah. [grabs a shield and throws it at a door]"
SpongeBob, Anything else?
Gordon, Um...
Olaf, Oh! What about Flaming Shield Toss?
Gordon," Oh, yeah. Yeah. Yeah. [grabs another shield, lights it on fire with a torch, and throws it at the door]"
Olafs, [clap]
SpongeBob, Anything else?
Vikings, [think]
Gordon," Eh, I, I, I can't really think of anything."
Olaf," Me neither. Oh, yeah!"
Gordon," What is it, Olaf?"
Olaf, We like to sing songs.
Olaf, Ooh... No we don't!
Olaf," [being carried away] Wait! No! Okay, I admit it was a lousy idea! I promise it won't happen again! [gets thrown into a catapult]"
Gordon, You got that right.
Olaf," [gets launched by the catapult. He screams, and splashes into the ocean]"
Gordon, Any other questions?
SpongeBob, [stunned] I'll let you know if I think of anything.
Gordon, So. Tell me. Vhat is it that you two know how to do?
SpongeBob," Well, Mr. Krabs tells me I'm pretty good with a spatula."
Squidward, Ha.
Gordon, Quiet. You're our ship's new head chef. And... vhat can you do?
Squidward," Well, if you must know, I'm a widely renowned clarinet virtuoso, state-recognized interior design consultant, licensed and board certified antique macrame conosuor, born and raised collector and sculptor of driftwood, and able to recognize over 13 hundred brand names of single-personed pedal operate vehicles at a single glance. Plus, I make a killer Soufflé."
Gordon, Impressive. You'll be the ship's bathroom attendant.
SpongeBob," A Promotion. Congratulations, Squidward!"
Squidward," [appears in front of Gordon] Hold it right there, whiskers! Let's not forget you're the one who dragged me onto this crate in the first place! Now, you ask me to pour my heart out, and this is the respect I get?! Well, you got another thing coming, honey! I want off this boat, pronto! [appears in the catapult] On second thought, bathroom attendants make me some tips. Well, look on the bright side, Squidward. No more living next door to SpongeBob. Let her rip, Jack-o!"
SpongeBob, Wait! [stops the hammer] You can't do that.
Gordon, You mean to question the vill of the tribe?
SpongeBob," If it means saving my best friend, then yes."
Gordon, [throws an axe in front of SpongeBob] Well. Then pick up the weapon and fight with me a duel in accordance with the prophecy! [pulls a sword out of no where]
Olafs," Duel, duel, duel, duel!"
Gordon, Go on. Pick it up!
SpongeBob, But.... [struggles to pick up the ax]
Gordon, Go on. Veakling.
Olaf, Heh! Owned!
SpongeBob," But, but I..."
Olaf," We're being attacked by a giant monster. This is the end, uh, the end, uh, of the Vikings!"
Olaf," Oh, Vahalla. Why have you forsaken us?"
SpongeBob," Guys, you just ran into a piece of ice. No one's forsaken you. There's a breach in the hull over there. You just gotta patch it up."
Gordon, [pulls out a blanket] Quick! Everybody take one of these!
SpongeBob, What's that for?
Gordon, It's a security blanket.
SpongeBob," But, how ya gonna patch up a leak with that?"
Gordon, We're not. But it makes us feel so much better.
Gordon, Wait! You forgot yer blanket!
Squidward, [still tied up in the catapult] What the barnacles is going on down there?
SpongeBob," Pardon me, Squidward! [breaks the rope that was tying Squidward with his spatula]"
Squidward, [sliding down the catapult] It's all yours.
SpongeBob, Thanks. [lassos a mast and the catapult turns] There.
Olaf, Look up there! What's he doing?
SpongeBob," Here goes nothing! [throws his spatula at the pedal. The catapult launches him into the breech in the hull.. The ship straightens up, the vikings cheer]"
SpongeBob, Now that's what I call a Viking-sized adventure!
SpongeBob," ♪Someday, I'm going to make you sweetie. Not overtly, but sur-rep-titious-ly.♪ Drum solo! [uses spatula as drum sticks] ♪Dooga, dooga, dooga, dooga, dooga—doo. Doo, doo, doo, Doo. Doo!♪ Hey, looks like you guys and gals are done. [flips all the patties into the air then uses one of his special helmet gadgets to squirt ketchup and mustard on the patties. When the patties fall, they land on a bun that SpongeBob is holding. He then deals out the lettuce, cheese, and tomatoes as if they were cards to the six patties] In all my years of fry cookery, I have never seen such a lovely group of patties. Especially— you. [points to a patty with lettuce for hair, tomatoes for eyes, a pickle for a nose, ketchup for rosy cheeks and mustard for a smile] Such perfection from your little lettuce hair to your rosy ketchup cheeks right down to your mustard smile. May I call you— Patty?"
Squidward," SpongeBob, I need that order of six."
SpongeBob," Here you go, Squidward. One, two, three and four, and uh— five and six. [only gives Squidward five patties] That's it. That's the whole order, Squidward. There isn't a Krabby Patty behind my back or anything. [laughs]"
Squidward, Uh— yeah.
SpongeBob," Oh, Patty, a patty like you comes around once in a lifetime. I can't let them eat you. No, the job must come first. I can't let emotions cloud my commitment to the sacred fry cook oath: ""That which is fried, must be eaten."""
Squidward," SpongeBob, where is that other— oh, there it is. [takes the patty to the table. SpongeBob looks out the kitchen door to see three muscular guys sitting at the table, in which two of them are eating patties while the other one doesn't have one]"
Squidward," Right here, muscleboy."
SpongeBob," [screams and grabs the patty] No, I won't let you do this to Patty."
Squidward," SpongeBob, hand over the Krabby—"
SpongeBob," [sitting under the grill] Oh, Patty, I can't let them eat you. Your beauty must be preserved. [opens up the patty] Amazing."
Squidward," [snickering] What are you going to do with it, take it home? Put a little dress on her? Go out for a romantic walk with it? [continues snickering]"
SpongeBob, Great idea. [runs off]
Squidward, [sighs] I wonder if it's too late to get a refund from my therapist.
SpongeBob," [gives a Krabby Patty to Muscular Guy #1] Enjoy, sir."
SpongeBob," What's cooking there, Patty? Oh, are you kidding? I love crepes. Oh, Patty, when we're together, I feel like we're in our own little world like, like— nothing can hurt us. [small explosion] Fire! [alarm bell rings. SpongeBob pants] Fire! Fire!"
Gary, [by a fire extinguisher] Meow. [puts out the fire. SpongeBob stops panting]
SpongeBob," It's okay, Patty, the fire's gone. You're safe now. [doorbell rings] Oh, I better, uh— get the doorbell. [opens the door]"
Patrick," [lifts SpongeBob up] SpongeBob, how about another game of— [ties SpongeBob in a knot] tie your best buddy in knots. [lies down] My turn."
SpongeBob," Sorry, Patrick. [unties himself] I already made plans to go for a walk through Jellyfish Fields with Patty. As soon as the little lady dries her hair, we're heading out."
Sandy," Hi-yah! [karate chops door open] Hey, SpongeBob, you didn't forget about our plan to go a-choppin', did you?"
SpongeBob," Sorry, Sandy. No time for karate today. After our walk, I'm going for a rowboat ride with Patty. Just waiting for her to put on her makeup. You know how long it takes a Krabby Patty to get ready."
Sandy," Well, that makes as much sense as a snake with no slither. Patties are put in the water for eating, SpongeBob. Not for beboppin' all over Timbuktu."
SpongeBob," [sighs] Patty. Yeah, well, you two have fun with that. [walks away] Patty and I have to be on our way."
Patrick," I've been replaced by a sandwich! [sobs] Maybe I could meet a lovely sandwich of my own. Yeah, that'll show SpongeBob. [walks away. cut to SpongeBob dancing with his patty and singing]"
SpongeBob," ♪Oh, baby, They may call me a fool, But I can't help our gravitational pull. When I stuff you with cotton candy, it reminds me you're so sweet. When we go riding, it's dandy. The way you hang onto that seat, Ba-ay-ay-by!♪ [they feed the scallops some bread] ♪When I'm with you, Our love is stronger than glue.♪ Whoo! ♪Oh, baby! There isn't anything. There's nothing in the world, I wouldn't do for you—♪ [SpongeBob sees Patty gone and is being surrounded by scallops] Hey, let go of her, you Patty-eaters! No! Get away! Hi-yah! Hi-yah! [he is using karate to break the scallops] Hi-yah! Hi-yah! Hi-yah! Yah! Yah! Hi-yah! Hi-yah! Hiiiiyah! Patty, you okay, sweetoms? ♪I'm so— sorry! I'll never let you out of my sight again, And I'll always keep you out of harm's waaa-aaaa-aayyyy!♪ [SpongeBob is rowing a boat] ♪Oh, baby. Our love is so strong. That's why I'm singing this song. Ba-ay-ay-by! Your looks are sweeter than honey. From your pickles to your buns, It ain't even funny—!♪ [they fall off of a waterfall and into the river. Races for the patty] I'm coming for you! [he lifts her sunhat in which floats in the water and all her ingredients are spilled everywhere] Oh, no! Look at you! Don't worry, Patty! I'll take care of this! [he puts her back together but the patty is soggy] There you go! ♪All better. Oh, baby.♪ [cut to SpongeBob and Patty on a picnic. Patty has become rotten] Oh, Patty. Do you realize what this signifies? Mm-hmm. That's right. It's our six-hour anniversary. And do you know what that means? Are you all right, Patty? You don't seem so hot. Don't worry, I know what'll make you feel better. A dinner at the finest restaurant in Bikini Bottom. [cut to the Krusty Krab at an early evening with a vibrant pink sunset]"
Krabs, Squidward! Where the barnacles is our fry cook? He's been gone all day. That boy's never been a work shirker. We got a crowd of hungry customers waiting.
Squidward, How should I know? Do I look like my idiot's keeper?
Krabs, Well— actually— [doors open to SpongeBob in a tux]
SpongeBob," Good day, sir."
Squidward, As if on cue.
Krabs," SpongeBob, what's with the fancy getup?"
SpongeBob," Oh, I just got gussied up for my special dinner date."
Krabs," A dinner date? Well, blow me down, boy. I didn't know you had it in you. so when do we get to meet the little lady? [quietly] By the way, is she rich?"
SpongeBob, She's rich in taste.
Squidward," How could you possibly date anyone? I mean, look at you. She must be blind. [limousine arrives]"
Krabs," Ooh, a limousine."
SpongeBob, There she is.
Krabs," Oh, I can smell the money already."
SpongeBob," [carrying in Patty] Here we are, darling. The best eatery in town. [walks by a couple eating and they sniff the odor in the air]"
Smith," Harold, again?"
Smith," Martha, I know what you're thinking. It's not me this time."
Smith," Well, whatever it is, it's disgusting."
Smith, Let's get out of here. [they walk away]
Smith, Yuck.
SpongeBob," Mr. Krabs, Squidward— allow me to introduce my date— Patty."
Krabs, Your date's a...Krabby Patty? [to Squidward] Methinks the boy's really lost it.
Squidward, [sniffs the odor and wafts the air] What's that putrid odor?
Krabs," [sniffs] Oh, it's that Krabby Patty. [the patty is messy as a foghorn blows] What are you doing with that rotten piece of meat, boy?"
SpongeBob," This isn't a “piece-o-meat”, Mr. Krabs. She's Patty. [quietly] And we're on a special date tonight so you don't mind if we get the ""manager's treatment,"" do you?"
Krabs," Sorry, boy. no can do."
SpongeBob," Oh, really? Mr. Fiver says different. [shows a $5 bill]"
Krabs, What was that? I couldn't hear you.
SpongeBob, [gets out more money] How about now?
Krabs," All right, take a seat. [takes the money]"
SpongeBob," Grrrrrazie! [gets out a tiny throne seat for Patty] Here you go, my dear. A throne befitting a queen. [Squidward shows up. Speaks with a French accent] Oh, good evening, monsieur. What might we have on the menu at this fine establishment?"
Squidward," Well, you should know considering the fact you work here, sod for brains. Speaking of sods— why don't you get rid of this garbage? It's starting to stink up the joint."
SpongeBob," Don't say such a thing, Squidward. Patty's just a little sick is all. Wight, Wubbie-Lubbie."
Squidward, I'll show you sick. [grabs the patty]
SpongeBob," Squidward, what are you doing with my beautiful patty?"
Squidward," Beautiful, huh?! How beautiful do you think this is?! [patty has maggots in it and is gross]"
SpongeBob," [takes patty from Squidward] Stop it, Squidward! Maybe you can't see Patty's beauty. But to me, she's the most gorgeous creature in the sea."
Squidward," Well, I definitely see I can't help the mentally atrophied. Goodbye, Creature."
SpongeBob," Patty, you no mind to that, wubbie-wubbie. I will always love you— [sniffs] Yeah, what is that smell? [gasps] Patty? [the patty looks the same way it was before when SpongeBob showed Mr. Krabs and Squidward. Screams as he drops the Krabby Patty on the table] What's happened to you?!"
Krabs," I think I can explain, boy. There was a time when I was in love too. She was a Krabby Patty that looked a lot like yours does. [rotten tomatoes fall out of the patty] Well, maybe not right now, but you know what I mean. She was a firm, juicy, a warm patty. And attractive- oh, she looked good enough to eat. So— I did. do you hear what I'm saying to you, boy?"
SpongeBob," Um, not quite, Mr. Krabs."
Krabs, Krabby Patties are meant to be loved and eaten. That's what they're put in the ocean for. And it looks like yours is way past due.
SpongeBob," I see now. I see what I must do. [jumps up on the table] Oh, Patty, my darling. Before I do this, I want you to know that I only do it out of love! [the sickness rumbles. Eats it]"
Krabs," Well done, boy. As a reward for your valiant effort, I'll only charge you 25¢ for the patty. Employee discount."
SpongeBob, [gags] Can I get a doggie bag with that?
SpongeBob," You're nothing! Is all that grime meant to scare me, Mr. Mirror? I've met sardines tougher than you are. Time to put you in your place. [squirts soap on his head and scrubs the mirror clean, then puts his work hat on his head from his nose] Looking good, mirror! Sorry about the harsh words. [gets a mop and a bucket] Now to attack these floors!"
Krabs," [in his office, on the phone, chuckling] Are you kidding? He's an absolute treasure to have around the restaurant!"
SpongeBob, [chuckles] Sounds like Mr. Krabs is bragging about me again to his associates. [turns to reveal an ear on his back]
Krabs, And he's been with me for such a long time now.
SpongeBob, [chuckles again] I am.
Krabs, But I'm afraid I'm gonna have to let the little guy go today.
SpongeBob," Yep, he's gonna have to-- [notices, shocked] What? Let the little guy go?! Little guy? Who's the little guy? It must be either me, or... [gasps] Squidward! [SpongeBob stands behind Squidward, who is sitting down] Phew! I am taller. You're the little guy, Squidsy!"
Squidward," [stands up] No, and I want you to stop calling me Squidsy. [walks away]"
SpongeBob," Oh, Squidward looked taller there for a second. Better get a more accurate measurement. [stands right next to Squidward in the workstation]"
Squidward, What do you think you're doing?
SpongeBob," Oh, just seeing which one of us is the little guy... [makes himself taller, like a skyscraper] ...and it looks like it is you!"
Squidward," No, I'm not! [walks away]"
SpongeBob," Squidward, wait! [becomes short again] We haven't measured with my legs at full extension yet! [extends his legs]"
Squidward, [off-screen] I don't care! Now get back in the kitchen!
SpongeBob," You'll care when you find out what's gonna happen to the little guy. Whoa! [walks off balance, then falls and breaks a table] Oh, who am I kidding? I need to face the facts. [makes a strange face] Face the facts that I'm the little guy! [tears up, making another face] And that Mr. Krabs is letting me go today."
Squidward, [smiles] Krabs is letting you go today? [laughs] As in I won't have to work with you ever again. [laughs]
SpongeBob," [walks through the doors and becomes flattened, sad] Goodbye, Krusty Krab. Goodbye, life as I know it. [the wind blows SpongeBob away]"
Krabs," [still on the phone] Yeah, as much as I don't like doing it, I have to let him go. [a little scallop in a cage is shown] Gotten too big for his cage. [releases the scallop] Go on, little guy. Fly away. You'll be missed."
Gary, [meows questioningly]
SpongeBob," Oh, what's the use, Gary? [his body pops up to his normal self] I've lost the will to go on! [bursts into tears on the couch, then stops, noticing a rumble from a refrigerator Patrick is pulling with a rope] [sniffs sadly] Hi, Patrick."
Patrick," Oh, sorry to interrupt your fit of self-loathing, SpongeBob. [happily] I'm just borrowing your refrigerator again."
SpongeBob, [confused] What happened to yours?
Patrick," Nothing, it's just empty."
SpongeBob," [sad] Oh, get it out of my sight! Now that I have no means of purchasing food for myself, I do not need a refrigerator."
Patrick," Oh, don't get down on yourself, buddy. You can still purchase food for me."
SpongeBob," Oh, no, I can't, Patrick. I lost my job today. I won't be able to buy food for you, [sniffles] or Gary, [sniffles again] or for anybody!"
Patrick," [shocked] Oh, no! What are you gonna do?!"
SpongeBob, [sad] I don't know! I don't know! I don't know! I've been a fry cook for so long I... I don't think I can do anything else.
Patrick," [gets an idea, happily] I know, SpongeBob! Just do what I do when I'm looking for a job. [runs to the couch, then sits on it] Kick back, watch some TV, [turns the TV on with his remote, then holds a carton of Drinkable Sausage with a close-up shot of it] and chug down a carton on Drinkable Sausage! [drinks from the carton]"
Gary, [meows while sitting on some newspaper]
SpongeBob," [happily] Good, Gary! There had to be some job openings in the classifieds. [picks up one newspaper while noticing its dirty smell] Whoa! Although, these ads smell a little out of date. I better get some fresh ones. [bubble transition to SpongeBob reading a clean newspaper] Lawyer, no. Too much arguing. Stunt driver, don't have a boating license. Astronaut, don't like food in a bag. Oh, this one sounds interesting. Bank Teller Needed. That shouldn't be too much of a stretch from fry cooking. [bubble transition to SpongeBob counting money at a bank while having his name tag on] 20, 40, 60, 80, 90, 95, 96, 97. [flips money up with his spatula, then chops it all up, some flying onto Fred's head, forming the money into a Krabby Patty, as seen in a close-up shot of it] Order up! [rings the bell once, then employee takes SpongeBob's name tag off, causing SpongeBob to lose air inside of him] [bubble transition to SpongeBob hammering a nail while building a house] What do you think, boss?"
Carpenter," [looks at his house, shocked] Clam shells! What have you done, boy? [looks at a piece of paper showing what the real house looks like, while then looking at a house built by SpongeBob shaped into a Krabby Patty] I told you to build me a house, not a sandwich! [kicks SpongeBob and Patrick out of the construction site]"
SpongeBob," I guess I'm not a carpenter, Patrick. [walks in front of a billboard showing a live sponge] I need to start fresh. [some words on the billboard sparkle as SpongeBob talks] With a job that feels... natural. Something that says, ""This is a job for a sponge."" Any idea where I can find a job like that, Patrick?"
Patrick," No. Oh, but, yes! It's so obvious! You should work at the Krusty Krab. They need a fry cook!"
SpongeBob," I can't, Patrick. That's the job I got fired from, remember?"
Patrick, Ohhh. Mayhaps you should talk to the sponge behind you. He looks happy.
SpongeBob," That's just a billboard, Patrick."
Patrick, Why don't you get a job as a billboard?
SpongeBob," I...don't think that's physically possible, [happily] but I could audition to be a sponge model."
Patrick," Fine, do it your way."
SpongeBob," Wow! What a setup! Oh, I don't know, Patrick. Maybe this was a mistake. Maybe I don't have the talent."
Patrick," Oh, you have the talent. But do you have the natural ability?"
SpongeBob," Yeah, but...wait, isn't that the same thing?"
Patrick, Why don't you find out?
SpongeBob," [quickly covers the door] Wait! I can't do this, Patrick. What if I don't stack up to the competition? Maybe I should just beg Mr. Krabs for my old job back. [starts walking out, but Patrick stops him]"
Patrick," No way! It's too late for that now. Krabs doesn't need you anymore. This is your chance to prove you don't need him. Now get in there and earn me some groceries! [pushes SpongeBob through the door to a lady fish, a casting director, looking at a clipboard] [to casting director] My friend here wants to audition for the sponge model role."
SpongeBob," Oh, well, want is a strong word. I'd like an audition, but if you've already cast it, that's fine if you cast it. [to Patrick] I think she's already cast it. We'd better go, Patrick."
Director," [stops SpongeBob and Patrick from walking out] Hold it. You want the audition, kid? You got it."
SpongeBob," [turns his whole body around, happily] I did?"
Director, Show me what you got.
SpongeBob," [sweats, worried] Okay. Here goes. [clears throat] Patrick, please? [Patrick hands out a metal tool and hits it on his forehead, playing a note] ♪ Laaa! ♪ [clears throat again] Sorry. [keeps clearing throat and getting a perfect pitch at the same time, from high to low]"
Director," Okay, okay, okay! Let's get on with this train wreck."
SpongeBob," Okay, getting on it. [clears throat yet again, then sings off-key] ♪ When you dream upon a wish, you'll be heartened to know, that hope fills your dish, to the brim! ♪"
Director," [unenthusiastically] All right, all right. Thank you. I've heard enough."
SpongeBob, [runs closely to the casting director] How'd I do?
Director," Horribly. I've seen clams with more talent than you. [SpongeBob falls down] But since the role specifically calls for a real sponge, the part is yours. [SpongeBob slowly gets up] Here's the script. We start shooting tomorrow at 10. Don't be late. [SpongeBob rips himself in half, happily snatches the script, then jumps out of the building]"
SpongeBob," I guess a sponge can make it in this town. [his pupils turn into stars] I am going to be a star! [a crowd suddenly comes close to SpongeBob, cheering while holding camera and microphones, while a news reporter faces a camera close to SpongeBob]"
Barbara," I'm standing here with the new face of television, Mr. SpongeBob SquarePants. [to SpongeBob] I'm sure the viewing audience would love to know, how does it feel to be the next big thing?"
SpongeBob," Fantastic. [puts on sunglasses, then signs an autograph and waves at the crowd chanting, ""SpongeBob! SpongeBob!""]"
Patrick," SpongeBob. Hey, SpongeBob. Did you say something?"
SpongeBob," Oh, yes, I did, Patrick. [points to himself] I said, ""You're looking at the new face of television."""
Patrick, All right!
SpongeBob," Well, I better go home and get some beauty sleep."
Patrick," Yeah, beauty sleep!"
SpongeBob, That's right. You are looking at a changed sponge. But don't worry. I won't forget all the people who held me on the way up.
Krabs," [walks by, carrying golf supplies and even wearing golf clothes] Afternoon, boy-o!"
SpongeBob," Ah, just as I was saying. I'd like to thank you for giving me my humble start. I won't forget you. [he and Patrick walk by]"
Krabs," [scratches his head] What was that about? Oh, probably just nonsense and babbling, as usual. [walks away]"
SpongeBob," Patrick, when next you see me, it shall be on the television. [walks into his house]"
Director," Oh, you're back!"
SpongeBob, A star's first day is his most important.
Director," Great. Let me see if they're ready on set. [through a microphone] SpongeBob's here, sir. Uh-huh. Okay, great. [to SpongeBob] Okay, you can go right in."
SpongeBob," Yippee! [happily runs into the set, toward a spotlight] I am ready for my close-up, Mr. Director."
Director," [with a French accent] Very well. [through a megaphone] Lose the pants! [a claw snatches SpongeBob's pants, making him naked] Hans! Where's my star?! [a live-action hand comes out of a dressing room and grabs SpongeBob]"
SpongeBob," Whoa! What's happening? [lights turn on behind SpongeBob, showing a dirty bathroom set] Wh-wh-what's happening?!"
Director," In this scene, you'll be cleaning bathroom mixtures."
SpongeBob," Okay, so, uh, where's my cleaning utensil?"
Director, [mumbles angrily and quietly] Don't you get it? You are the cleaning utensil. [SpongeBob suddenly frowns] Roll speed! [a red light turns on from a camera]
Charlie," [as a movie assistant, holding a movie clipboard] New Sponge Commercial: Take one. [closes clipboard]"
Director, [through a megaphone] Action!
Announcer," [off-screen] Oh, no! Your bathroom is a disaster. Get it cleaned up fast with...the new sponge! [while on camera, SpongeBob groans] Household chores are a snap with new sponge. It cleans sinks. [sink shines after being cleaned by a now dirty SpongeBob] Just look at that shine! New sponge cuts through even the toughest grime and grit. New sponge also cleans showers! [SpongeBob screams while cleaning the shower, which shines too] Ha, ha! That tile looks good as new! [SpongeBob sighs, tired] But best of all, new sponge can make any toilet sparkle! [as SpongeBob hears this, he looks at the toilet dirty inside before going straight in]"
SpongeBob, Noooo! [suddenly stops right before he goes in] I can't do this!
Director, [through a megaphone] Cut!
SpongeBob, I'm sorry. I don't think I'm cut out for acting.
Director, Was? You said you were professional actor.
SpongeBob," Well, I'm not. [puts on his work hat] I am a fry cook. [holds up his spatula] That's what I am, and that's what I've always been! I'm sorry to waste your time, mister. [walks away]"
Director, Wait! Wait!
Krabs, Ever so gently...
SpongeBob," [slams door loudly, causing Mr. Krabs' money pyramid to fall down] Mr. Krabs! [while crying a trail of tears toward Mr. Krabs] Please let me back, please! I promise I'll do better. [hugs Mr. Krabs] Please."
Krabs," Boy, what are you going on about?!"
SpongeBob," [sniffles] I heard you on the phone saying you were gonna let the little guy go. But I don't wanna go! Please don't let me go, Mr. Krabs! You're looking at the little guy that doesn't want to go."
Krabs," All right, boy-o! I won't get rid of ya: on one condition. [SpongeBob happily nods]"
SpongeBob," Oh, boy! This is the best job in the world!"
Hans," Hey, could you keep it down in there? [shown reading a newspaper in a stall while on a toilet] I'm trying to concentrate."
Patrick, [walking] So why are we going to Sandy's house?
SpongeBob, To see her vacation slides for the hu.. [gets smacked in face by door] Ow!
Agent," [Walking out the door with his partner and the slides] We got the slides, sir."
Patrick, Who?...What?...Why?
Sandy," [Taking SpongeBob and Patrick] Those two agents from the Zero Dryland Security just confiscated all my vacation slides, boys. Or so they think... [She pulls a tree trunk lever to activate a secret hideout] You see, [puts the two on two chairs. She goes to a copy of the vacation slides] Someone already made six copies."
Sandy," Yes, SpongeBob?"
SpongeBob, Who is this someone? Do we know him?
Sandy," By someone, I was implying me, SpongeBob. [Patrick raises his hand] Yes, Patrick?"
Patrick, Can you not imply anymore? It's confusing.
Sandy," [tying up SpongeBob and Patrick with rope] Okay, no more questions until the end of the slideshow. Okay? [they nod in agreement] Good. [shows the first slide] The first slide is of me getting some last-minute readings before I took off on my vacation. [switches to the next slide] And this is me giving the thumbs-up-goodbye for now salute. [shows the next slide] And this... [dreadfully] This is where a little square pal of mine decided to pay me a visit. "
SpongeBob," [walking to Sandy's house] ♪I'm ready to see Sandy. I'm ready to see Sandy. I'm ready to see Sandy [spinning] I'm ready to ring Sandy's doorbell♪ [rings the doorbell; suddenly, an extreme humming noise vibrates the ocean floor] Sandy...! [a rocket emerges from beneath the ground] Whoa!"
Sandy, What do you think of my moon wagon?
SpongeBob," Oh, Sandy. I'm sorry I activated it! How was I to know it was hooked up to your doorbell?"
Sandy," Oh no, SpongeBob. That's what you call a ""coincidence."" I'm getting ready for my vacation!"
SpongeBob, Where are you going?
Sandy, The moon! [SpongeBob gasps]
SpongeBob, You're going on a moon trip?!
Sandy, Yep! I'm all packed up and ready to go. Wanna help me…
SpongeBob, I'll be right back!
Sandy, ...load up the moon wagon? [sighs]
SpongeBob," [SpongeBob is at bakery] Morning, Mr. Bakerman! Oh, that's right, I'm sorry. I have to pick a number. [attempts to pull a ticket, but fails and gets tangled up]"
Bakerman, Number 12.
SpongeBob," Yes, I'm Number 12!"
Bakerman, What can I get for you today?
